opening_eco,opening_name,opening_ply,Opening_ID,Opening_Family,Complexity_Level
E76,King's Indian Defense: Steiner Attack,11,693,King's Indian Defense,Advanced
D35,Queen's Gambit Declined: Harrwitz Attack,7,694,Queen's Gambit Declined,Intermediate
D21,Queen's Gambit Accepted: Normal Variation,5,695,Queen's Gambit Accepted,Intermediate
D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8,696,Queen's Gambit Refused,Advanced
A50,Mexican Defense,4,697,Mexican Defense,Intermediate
D21,Queen's Gambit Accepted: Slav Gambit,6,698,Queen's Gambit Accepted,Intermediate
B07,Pirc Defense: Kholmov System,7,699,Pirc Defense,Intermediate
B08,Pirc Defense: Classical Variation |  Schlechter Variation,9,700,Pirc Defense,Advanced
E24,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,9,701,Nimzo-Indian Defense,Advanced
D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,8,702,Queen's Gambit Refused,Advanced
D31,Semi-Slav Defense: Noteboom Variation |  Abrahams Variation,16,703,Semi-Slav Defense,Advanced
D44,Queen's Gambit Declined: Vienna Variation |  Quiet Variation,9,704,Queen's Gambit Declined,Advanced
A04,Zukertort Opening: Arctic Defense,2,705,Zukertort Opening,Basic
B00,Barnes Defense,2,706,Barnes Defense,Basic
B00,Nimzowitsch Defense,2,707,Nimzowitsch Defense,Basic
C57,Italian Game: Two Knights Defense |  Ponziani-Steinitz Gambit,8,708,Italian Game,Advanced
B01,Scandinavian Defense: Blackburne Gambit,6,709,Scandinavian Defense,Intermediate
D00,Blackmar-Diemer Gambit: Vienna Variation,8,710,Blackmar-Diemer Gambit,Advanced
C23,Bishop's Opening: Calabrese Countergambit,4,711,Bishop's Opening,Intermediate
A00,Saragossa Opening,1,712,Saragossa Opening,Basic
B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Heinola-Deppe Gambit,6,713,Nimzowitsch Defense,Intermediate
A84,Dutch Defense,3,714,Dutch Defense,Basic
A45,Indian Game: Pawn Push Variation,3,715,Indian Game,Basic
D24,Queen's Gambit Accepted: Bogoljubov Defense,9,716,Queen's Gambit Accepted,Advanced
D00,Blackmar-Diemer Gambit: Gedult Gambit,5,717,Blackmar-Diemer Gambit,Intermediate
C36,King's Gambit Accepted |  Abbazia Defense,8,718,King's Gambit Accepted,Advanced
A09,Reti Opening,3,719,Reti Opening,Basic
C18,French Defense: Winawer Variation |  Maroczy-Wallis Variation,12,720,French Defense,Advanced
D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation,13,721,Gruenfeld Defense,Advanced
B32,Sicilian Defense: Nimzo-American Variation,8,722,Sicilian Defense,Advanced
A53,Old Indian Defense,4,723,Old Indian Defense,Intermediate
B02,Alekhine Defense: Brooklyn Variation,4,724,Alekhine Defense,Intermediate
B42,Sicilian Defense: Kan Variation |  Modern Variation,9,725,Sicilian Defense,Advanced
E60,Indian Game: Anti-Gruenfeld |  Advance Variation,5,726,Indian Game,Intermediate
C21,Center Game: Kieseritzky Variation #4,7,727,Center Game,Intermediate
B00,Duras Gambit,2,728,Duras Gambit,Basic
B03,Alekhine Defense: Exchange Variation,9,729,Alekhine Defense,Advanced
A17,English Opening: Anglo-Indian Defense |  Hedgehog System,4,730,English Opening,Intermediate
C65,Ruy Lopez: Berlin Defense: Mortimer Trap,10,731,Ruy Lopez,Advanced
A42,Modern Defense: Averbakh Variation,7,732,Modern Defense,Intermediate
B02,Alekhine Defense: Mokele Mbembe |  Vavra Defense,6,733,Alekhine Defense,Intermediate
C25,Vienna Game: Zhuravlev Countergambit #2,4,734,Vienna Game,Intermediate
C11,French Defense: Classical Variation,6,735,French Defense,Intermediate
C42,Russian Game: Moody Gambit,7,736,Russian Game,Intermediate
B12,Caro-Kann Defense: Modern Variation,5,737,Caro-Kann Defense,Intermediate
B15,Caro-Kann Defense: Tartakower Variation,10,738,Caro-Kann Defense,Advanced
C48,Four Knights Game: Rubinstein Countergambit |  Henneberger Variation,9,739,Four Knights Game,Advanced
C55,Italian Game: Scotch Gambit Declined,8,740,Italian Game,Advanced
D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6,741,Queen's Gambit Refused,Intermediate
C23,Bishop's Opening: Khan Gambit,4,742,Bishop's Opening,Intermediate
B06,Modern Defense: Lizard Defense |  Mittenberger Gambit,6,743,Modern Defense,Intermediate
A34,English Opening: Symmetrical Variation |  Fianchetto Variation,5,744,English Opening,Intermediate
C34,King's Gambit Accepted |  Becker Defense,6,745,King's Gambit Accepted,Intermediate
A04,Zukertort Opening,4,746,Zukertort Opening,Intermediate
A15,English Opening: Anglo-Indian Defense |  King's Knight Variation,3,747,English Opening,Basic
B00,St. George Defense: Woodchuck Variation,4,748,St. George Defense,Intermediate
C51,Italian Game: Evans Gambit,7,749,Italian Game,Intermediate
C40,Gunderam Defense,4,750,Gunderam Defense,Intermediate
C51,Italian Game: Jerome Gambit,7,751,Italian Game,Intermediate
A00,Van Geet Opening: Dunst-Perrenet Gambit,5,752,Van Geet Opening,Intermediate
B45,Sicilian Defense: Four Knights Variation |  Exchange Variation,11,753,Sicilian Defense,Advanced
C43,Russian Game: Modern Attack |  Center Attack,9,754,Russian Game,Advanced
C45,Scotch Game: Scotch Gambit |  Advance Variation,9,755,Scotch Game,Advanced
C37,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,12,756,King's Gambit Accepted,Advanced
B02,Alekhine Defense: Mokele Mbembe,4,757,Alekhine Defense,Intermediate
B84,Sicilian Defense: Scheveningen Variation |  Classical Variation #2,14,758,Sicilian Defense,Advanced
C16,French Defense: Winawer Variation |  Advance Variation,7,759,French Defense,Intermediate
C45,Scotch Game: Blumenfeld Attack,11,760,Scotch Game,Advanced
C02,French Defense: Advance Variation |  Nimzowitsch Attack,7,761,French Defense,Intermediate
B07,Rat Defense: Antal Defense,4,762,Rat Defense,Intermediate
B91,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,11,763,Sicilian Defense,Advanced
C00,French Defense: Horwitz Attack,3,764,French Defense,Basic
B71,Sicilian Defense: Dragon Variation |  Levenfish Variation,11,765,Sicilian Defense,Advanced
A39,English Opening: Symmetrical Variation |  Mecking Variation,13,766,English Opening,Advanced
C00,St. George Defense,4,767,St. George Defense,Intermediate
C33,King's Gambit Accepted,4,768,King's Gambit Accepted,Intermediate
C30,King's Gambit Declined: Keene's Defense #2,5,769,King's Gambit Declined,Intermediate
A10,English Opening: Achilles-Omega Gambit,3,770,English Opening,Basic
C44,Scotch Game: Lolli Variation,6,771,Scotch Game,Intermediate
B56,Sicilian Defense: Venice Attack,11,772,Sicilian Defense,Advanced
C47,Four Knights Game: Scotch Variation,7,773,Four Knights Game,Intermediate
B00,Hippopotamus Defense #2,2,774,Hippopotamus Defense #2,Basic
B40,Sicilian Defense: Kramnik Variation,5,775,Sicilian Defense,Intermediate
E01,Catalan Opening,6,776,Catalan Opening,Intermediate
C21,Danish Gambit Accepted,9,777,Danish Gambit Accepted,Advanced
A60,Benoni Defense: Modern Variation,6,778,Benoni Defense,Intermediate
D10,Slav Defense: Slav Gambit |  Alekhine Attack,7,779,Slav Defense,Intermediate
B32,Sicilian Defense: Open,5,780,Sicilian Defense,Intermediate
B27,Sicilian Defense: Hyperaccelerated Pterodactyl,6,781,Sicilian Defense,Intermediate
A22,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,6,782,English Opening,Intermediate
C60,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted,7,783,Ruy Lopez,Intermediate
E91,King's Indian Defense: Orthodox Variation,11,784,King's Indian Defense,Advanced
D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11,785,Queen's Gambit Declined,Advanced
B28,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line,8,786,Sicilian Defense,Advanced
C30,King's Gambit Declined |  Mafia Defense,4,787,King's Gambit Declined,Intermediate
B28,Sicilian Defense: O'Kelly Variation |  Reti System,5,788,Sicilian Defense,Intermediate
A48,Queen's Pawn Game: Colle System |  Gruenfeld Formation,8,789,Queen's Pawn Game,Advanced
D56,Queen's Gambit Declined: Lasker Defense,14,790,Queen's Gambit Declined,Advanced
C35,King's Gambit Accepted |  Cunningham Defense,6,791,King's Gambit Accepted,Intermediate
C79,Ruy Lopez: Morphy Defense |  Steinitz Deferred,10,792,Ruy Lopez,Advanced
D51,Queen's Gambit Declined: Modern |  Knight Defense #3,9,793,Queen's Gambit Declined,Advanced
E81,King's Indian Defense: Saemisch Variation |  Normal Defense,10,794,King's Indian Defense,Advanced
A48,Torre Attack,5,795,Torre Attack,Intermediate
B07,Lion Defense: Lion's Jaw,5,796,Lion Defense,Intermediate
E77,King's Indian Defense: Four Pawns Attack |  Normal Attack,15,797,King's Indian Defense,Advanced
D07,Queen's Gambit Refused: Chigorin Defense #3,6,798,Queen's Gambit Refused,Intermediate
B00,Owen Defense: Smith Gambit,5,799,Owen Defense,Intermediate
C40,Latvian Gambit: Mlotkowski Variation,5,800,Latvian Gambit,Intermediate
A00,Hungarian Opening: Reversed Alekhine,3,801,Hungarian Opening,Basic
C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11,802,Italian Game,Advanced
E51,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,10,803,Nimzo-Indian Defense,Advanced
A33,English Opening: Symmetrical Variation |  Anti-Benoni Variation |  Spielmann Defense,10,804,English Opening,Advanced
C21,Danish Gambit Accepted |  Copenhagen Defense,10,805,Danish Gambit Accepted,Advanced
D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Chigorin,8,806,Queen's Gambit Refused,Advanced
D80,Gruenfeld Defense: Stockholm Variation,7,807,Gruenfeld Defense,Intermediate
C65,Ruy Lopez: Berlin Defense |  Fishing Pole Variation,8,808,Ruy Lopez,Advanced
C42,Russian Game: Classical Attack,9,809,Russian Game,Advanced
C67,Ruy Lopez: Berlin Defense |  Rosenthal Variation,10,810,Ruy Lopez,Advanced
A40,Englund Gambit Complex: Soller Gambit Deferred,6,811,Englund Gambit Complex,Intermediate
C52,Italian Game: Evans Gambit |  Slow Variation,11,812,Italian Game,Advanced
C80,Ruy Lopez: Open Variations |  Riga Variation,12,813,Ruy Lopez,Advanced
C45,Scotch Game: Scotch Gambit |  Kingside Variation,10,814,Scotch Game,Advanced
C45,Scotch Game: Classical Variation |  Intermezzo Variation,10,815,Scotch Game,Advanced
B00,Guatemala Defense,4,816,Guatemala Defense,Intermediate
C55,Italian Game: Two Knights Defense |  de Riviere Gambit,7,817,Italian Game,Intermediate
C53,Italian Game: Classical Variation |  Center Holding Variation,10,818,Italian Game,Advanced
C45,Scotch Game: Modern Defense,10,819,Scotch Game,Advanced
C42,Russian Game: Stafford Gambit,6,820,Russian Game,Intermediate
A00,Grob Opening: Grob Gambit,3,821,Grob Opening,Basic
C45,Scotch Game: Steinitz Variation,8,822,Scotch Game,Advanced
B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,823,Nimzowitsch Defense,Intermediate
C60,Ruy Lopez: Fianchetto Defense,6,824,Ruy Lopez,Intermediate
C62,Ruy Lopez: Steinitz Defense |  Nimzowitsch Attack,11,825,Ruy Lopez,Advanced
C58,Italian Game: Two Knights Defense |  Polerio Defense |  Kieseritzky Variation,11,826,Italian Game,Advanced
C01,French Defense: Exchange Variation |  Svenonius Variation,9,827,French Defense,Advanced
C55,Italian Game: Two Knights Defense |  Open Variation,7,828,Italian Game,Intermediate
E10,Indian Game: Anti-Nimzo-Indian,5,829,Indian Game,Intermediate
A40,Englund Gambit Complex: Felbecker Gambit,6,830,Englund Gambit Complex,Intermediate
A40,Englund Gambit Complex: Englund Gambit,6,831,Englund Gambit Complex,Intermediate
A01,Nimzo-Larsen Attack: Spike Variation,5,832,Nimzo-Larsen Attack,Intermediate
A45,Trompowsky Attack: Classical Defense,4,833,Trompowsky Attack,Intermediate
B72,Sicilian Defense: Dragon |  6.Be3,11,834,Sicilian Defense,Advanced
B80,Sicilian Defense: Scheveningen Variation |  English Attack #2,13,835,Sicilian Defense,Advanced
A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,836,Englund Gambit Complex,Intermediate
E38,Nimzo-Indian Defense: Classical Variation |  Berlin Variation,8,837,Nimzo-Indian Defense,Advanced
E12,Queen's Indian Defense: Kasparov Variation,7,838,Queen's Indian Defense,Intermediate
B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6,839,Sicilian Defense,Intermediate
B21,Sicilian Defense: Morphy Gambit |  Andreaschek Gambit,7,840,Sicilian Defense,Intermediate
B40,Sicilian Defense: French Variation |  Open,6,841,Sicilian Defense,Intermediate
A52,Budapest Defense,6,842,Budapest Defense,Intermediate
C10,French Defense: Rubinstein Variation |  Blackburne Defense,8,843,French Defense,Advanced
B72,Sicilian Defense: Dragon |  Classical Attack,13,844,Sicilian Defense,Advanced
B40,Sicilian Defense: Paulsen-Basman Defense,8,845,Sicilian Defense,Advanced
B53,Sicilian Defense: Modern Variations |  Tartakower,7,846,Sicilian Defense,Intermediate
B00,Borg Defense,2,847,Borg Defense,Basic
B20,Sicilian Defense: Snyder Variation,3,848,Sicilian Defense,Basic
A00,Sodium Attack,1,849,Sodium Attack,Basic
A00,Grob Opening: Grob Gambit |  Fritz Gambit,5,850,Grob Opening,Intermediate
A46,Indian Game: Spielmann-Indian,4,851,Indian Game,Intermediate
A46,Doery Defense,4,852,Doery Defense,Intermediate
A58,Benko Gambit Accepted |  Fianchetto Variation,17,853,Benko Gambit Accepted,Advanced
D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation |  Main Line,10,854,Queen's Pawn Game,Advanced
B74,Sicilian Defense: Dragon Variation |  Classical Variation |  Normal Line,17,855,Sicilian Defense,Advanced
B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,11,856,Sicilian Defense,Advanced
C30,King's Gambit Declined |  Petrov's Defense,4,857,King's Gambit Declined,Intermediate
D00,Amazon Attack: Siberian Attack,5,858,Amazon Attack,Intermediate
D00,Amazon Attack,3,859,Amazon Attack,Basic
D32,Tarrasch Defense: Two Knights Variation,9,860,Tarrasch Defense,Advanced
A41,Wade Defense,4,861,Wade Defense,Intermediate
D00,Queen's Pawn Game: Zurich Gambit,3,862,Queen's Pawn Game,Basic
E70,King's Indian Defense: Normal Variation,7,863,King's Indian Defense,Intermediate
D26,Queen's Gambit Accepted: Classical Defense,10,864,Queen's Gambit Accepted,Advanced
A45,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,5,865,Indian Game,Intermediate
A36,English Opening: Symmetrical Variation |  Fianchetto Variation,5,866,English Opening,Intermediate
B20,Sicilian Defense: Amazon Attack,3,867,Sicilian Defense,Basic
B00,Borg Defense: Borg Gambit,4,868,Borg Defense,Intermediate
C42,Russian Game: Paulsen Attack,7,869,Russian Game,Intermediate
B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,8,870,Caro-Kann Defense,Advanced
E00,Kangaroo Defense,4,871,Kangaroo Defense,Intermediate
B06,Modern Defense: Bishop Attack,5,872,Modern Defense,Intermediate
C80,Ruy Lopez: Open |  6.d4,11,873,Ruy Lopez,Advanced
A28,English Opening: King's English Variation |  Four Knights Variation |  Flexible Line,7,874,English Opening,Intermediate
C84,Ruy Lopez: Closed Variations,10,875,Ruy Lopez,Advanced
C91,Ruy Lopez: Closed Variations |  Yates Variation,17,876,Ruy Lopez,Advanced
C68,Ruy Lopez: Columbus Variation,7,877,Ruy Lopez,Intermediate
C92,Ruy Lopez: Closed Variations |  Flohr System,18,878,Ruy Lopez,Advanced
C70,Ruy Lopez: Morphy Defense |  Norwegian Variation,10,879,Ruy Lopez,Advanced
A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,7,880,English Opening,Intermediate
A20,English Opening: King's English Variation |  Nimzowitsch-Flohr Variation,4,881,English Opening,Intermediate
A50,Mexican Defense: Horsefly Gambit,7,882,Mexican Defense,Intermediate
C64,Ruy Lopez: Classical Variation |  Zukertort Gambit,9,883,Ruy Lopez,Advanced
E16,Queen's Indian Defense: Capablanca Variation,10,884,Queen's Indian Defense,Advanced
A44,Semi-Bononi,6,885,Semi-Bononi,Intermediate
B03,Alekhine Defense: Balogh Variation,7,886,Alekhine Defense,Intermediate
B18,Caro-Kann Defense: Classical Variation |  Main Line,11,887,Caro-Kann Defense,Advanced
D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,10,888,Queen's Gambit Declined,Advanced
C57,Italian Game: Two Knights Defense |  Ulvestad Variation,10,889,Italian Game,Advanced
C45,Scotch Game: Mieses Variation,11,890,Scotch Game,Advanced
C81,Ruy Lopez: Open Variations |  Howell Attack #2,17,891,Ruy Lopez,Advanced
A58,Benko Gambit Accepted |  Fully Accepted Variation,9,892,Benko Gambit Accepted,Advanced
E54,Nimzo-Indian Defense: Panov Attack |  Main Line,12,893,Nimzo-Indian Defense,Advanced
E53,Nimzo-Indian Defense: Normal Variation |  Gligoric System,12,894,Nimzo-Indian Defense,Advanced
A57,Benko Gambit Declined |  Quiet Line,7,895,Benko Gambit Declined,Intermediate
C67,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10,896,Ruy Lopez,Advanced
A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,7,897,English Opening,Intermediate
B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation,6,898,Sicilian Defense,Intermediate
B81,Sicilian Defense: Scheveningen Variation |  Keres Attack,11,899,Sicilian Defense,Advanced
A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation,10,900,English Opening,Advanced
C89,Ruy Lopez: Marshall Attack |  Modern Main Line,28,901,Ruy Lopez,Advanced
A17,English Opening: Anglo-Indian Defense |  Anti-Anti-Gruenfeld,7,902,English Opening,Intermediate
D87,Gruenfeld Defense: Exchange Variation |  Spassky Variation,16,903,Gruenfeld Defense,Advanced
E92,King's Indian Defense: Petrosian Variation |  Stein Defense,14,904,King's Indian Defense,Advanced
A35,English Opening: Symmetrical Variation |  Four Knights Variation,6,905,English Opening,Intermediate
B54,Sicilian Defense: Prins Variation,9,906,Sicilian Defense,Advanced
A50,Slav Indian,4,907,Slav Indian,Intermediate
D10,Slav Defense #3,6,908,Slav Defense #3,Intermediate
C43,Russian Game: Modern Attack |  Symmetrical Variation #2,6,909,Russian Game,Intermediate
D44,Semi-Slav Defense: Anti-Moscow Gambit,11,910,Semi-Slav Defense,Advanced
B20,Sicilian Defense: Kronberger Variation,3,911,Sicilian Defense,Basic
A57,Benko Gambit,6,912,Benko Gambit,Intermediate
C03,French Defense: Tarrasch Variation |  Modern System,6,913,French Defense,Intermediate
B09,Pirc Defense: Austrian Attack |  Ljubojevic Variation,9,914,Pirc Defense,Advanced
C39,King's Gambit Accepted: Allgaier |  Schlechter Defense,10,915,King's Gambit Accepted,Advanced
C56,Italian Game: Scotch Gambit |  Double Gambit Accepted,10,916,Italian Game,Advanced
C00,French Defense: Bird Invitation,3,917,French Defense,Basic
B28,Sicilian Defense: O'Kelly Variation |  Venice System |  Ljubojevic Line,6,918,Sicilian Defense,Intermediate
B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack,19,919,Sicilian Defense,Advanced
C66,Ruy Lopez: Berlin Defense |  Closed Bernstein Variation,13,920,Ruy Lopez,Advanced
D20,Queen's Gambit Accepted: Central Variation |  McDonnell Defense,6,921,Queen's Gambit Accepted,Intermediate
C01,French Defense: Exchange Variation |  Monte Carlo Variation,7,922,French Defense,Intermediate
E76,King's Indian Defense: Four Pawns Attack |  Dynamic Attack,13,923,King's Indian Defense,Advanced
C36,King's Gambit Accepted: Modern Defense #2,7,924,King's Gambit Accepted,Intermediate
B15,Caro-Kann Defense: Rasa-Studier Gambit,7,925,Caro-Kann Defense,Intermediate
A46,Indian Game: Wade-Tartakower Defense,4,926,Indian Game,Intermediate
C51,Italian Game: Evans Gambit Declined |  5.a4,9,927,Italian Game,Advanced
C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11,928,Italian Game,Advanced
A00,Polish Opening: King's Indian Variation,4,929,Polish Opening,Intermediate
E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5,930,King's Indian Defense,Intermediate
A46,Indian Game: London System,5,931,Indian Game,Intermediate
D94,Gruenfeld Defense: Three Knights Variation |  Paris Variation,11,932,Gruenfeld Defense,Advanced
A13,English Opening: Agincourt Defense #3,3,933,English Opening,Basic
C43,Petrov: Modern Attack,6,934,Petrov,Intermediate
C00,French Defense: Franco-Hiva Gambit II,4,935,French Defense,Intermediate
C01,French Defense: Franco-Hiva Gambit I,4,936,French Defense,Intermediate
C45,Scotch Game: Malaniuk Variation,8,937,Scotch Game,Advanced
C17,French Defense: Winawer Variation |  Advance Variation,9,938,French Defense,Advanced
B40,Sicilian Defense: Wing Gambit Deferred,5,939,Sicilian Defense,Intermediate
B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5,940,Sicilian Defense,Intermediate
A97,Dutch Defense: Ilyin-Zhenevsky |  Winter Variation,15,941,Dutch Defense,Advanced
B01,Scandinavian Defense: Main Line |  Leonhardt Gambit,7,942,Scandinavian Defense,Intermediate
A84,Dutch Defense: Rubinstein Variation,5,943,Dutch Defense,Intermediate
B06,Modern Defense: Norwegian Defense,4,944,Modern Defense,Intermediate
C00,French Defense: Reti-Spielmann Attack,3,945,French Defense,Basic
C20,King's Pawn Game: Bavarian Gambit,4,946,King's Pawn Game,Intermediate
E50,Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5,9,947,Nimzo-Indian Defense,Advanced
E00,Kangaroo Defense: Keres Defense |  Transpositional Variation,5,948,Kangaroo Defense,Intermediate
A04,Zukertort Opening: Vos Gambit,4,949,Zukertort Opening,Intermediate
C31,King's Gambit |  Falkbeer Countergambit Accepted,5,950,King's Gambit,Intermediate
D00,Blackmar-Diemer Gambit: Netherlands Variation,6,951,Blackmar-Diemer Gambit,Intermediate
A48,Indian Game: Colle System |  King's Indian Variation,8,952,Indian Game,Advanced
E15,Queen's Indian Defense: Fianchetto Traditional,8,953,Queen's Indian Defense,Advanced
D01,Queen's Pawn Game: Veresov Attack |  Veresov Variation,7,954,Queen's Pawn Game,Intermediate
B15,Caro-Kann Defense: Gurgenidze System,6,955,Caro-Kann Defense,Intermediate
D45,Semi-Slav Defense: Normal Variation,10,956,Semi-Slav Defense,Advanced
A09,Reti Opening: Advance Variation,4,957,Reti Opening,Intermediate
A04,Zukertort Opening: Polish Defense,2,958,Zukertort Opening,Basic
D45,Semi-Slav Defense: Main Line,9,959,Semi-Slav Defense,Advanced
B57,Sicilian Defense: Sozin |  not Scheveningen,11,960,Sicilian Defense,Advanced
B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5,961,Sicilian Defense,Intermediate
B20,Sicilian Defense: Myers Attack,3,962,Sicilian Defense,Basic
A43,Benoni Defense: Old Benoni,4,963,Benoni Defense,Intermediate
D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,9,964,Queen's Gambit Declined,Advanced
C28,Vienna Game: Stanley Variation |  Three Knights Variation,6,965,Vienna Game,Intermediate
A00,Van Geet Opening: Reversed Nimzowitsch,2,966,Van Geet Opening,Basic
B02,Alekhine Defense: The Squirrel,6,967,Alekhine Defense,Intermediate
B28,Sicilian Defense: O'Kelly Variation |  Normal System,5,968,Sicilian Defense,Intermediate
C01,French Defense: Carlson Gambit,7,969,French Defense,Intermediate
B17,Caro-Kann Defense: Karpov Variation,8,970,Caro-Kann Defense,Advanced
C46,Three Knights Opening: Steinitz Defense,6,971,Three Knights Opening,Intermediate
C63,Ruy Lopez: Schliemann Defense,6,972,Ruy Lopez,Intermediate
B19,Caro-Kann Defense: Classical |  Spassky Variation,15,973,Caro-Kann Defense,Advanced
B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,8,974,Scandinavian Defense,Advanced
B13,Caro-Kann Defense: Panov Attack |  Gunderam Attack,9,975,Caro-Kann Defense,Advanced
A46,Torre Attack,5,976,Torre Attack,Intermediate
C42,Petrov's Defense #4,7,977,Petrov's Defense #4,Intermediate
D07,Queen's Gambit Refused: Chigorin Defense,4,978,Queen's Gambit Refused,Intermediate
C00,French Defense: La Bourdonnais Variation |  Reuter Gambit,6,979,French Defense,Intermediate
D32,Tarrasch Defense: Schara Gambit,8,980,Tarrasch Defense,Advanced
D40,Queen's Gambit Declined: Semi-Tarrasch Defense,8,981,Queen's Gambit Declined,Advanced
C57,Italian Game: Two Knights Defense |  Lolli Attack,11,982,Italian Game,Advanced
B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6,983,Nimzowitsch Defense,Intermediate
E40,Nimzo-Indian Defense: Normal Line,7,984,Nimzo-Indian Defense,Intermediate
B02,Alekhine Defense: Steiner Variation,7,985,Alekhine Defense,Intermediate
D34,Tarrasch Defense: Classical Variation |  Advance Variation,18,986,Tarrasch Defense,Advanced
E64,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3,12,987,King's Indian Defense,Advanced
C26,Vienna Game: Mieses Variation,5,988,Vienna Game,Intermediate
C17,French Defense: Winawer Variation |  Advance Variation #3,8,989,French Defense,Advanced
A00,Polish Opening: Czech Defense,4,990,Polish Opening,Intermediate
D24,Queen's Gambit Accepted: Gunsberg Defense |  Prianishenmo Gambit,13,991,Queen's Gambit Accepted,Advanced
D12,Slav Defense: Quiet Variation |  Schallopp Defense,8,992,Slav Defense,Advanced
E61,King's Indian Defense: Semi-Classical Variation |  Benoni Variation,12,993,King's Indian Defense,Advanced
C15,French Defense: Winawer Variation |  Alekhine-Maroczy Gambit,7,994,French Defense,Intermediate
A00,Polish Opening: Schiffler-Sokolsky Variation,7,995,Polish Opening,Intermediate
D30,Semi-Slav Defense: Quiet Variation,10,996,Semi-Slav Defense,Advanced
C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7,997,French Defense,Intermediate
A54,Old Indian Defense: Ukrainian Variation,6,998,Old Indian Defense,Intermediate
C21,Danish Gambit,5,999,Danish Gambit,Intermediate
D15,Slav Defense: Alekhine Variation,9,1000,Slav Defense,Advanced
C41,Philidor Defense: Nimzowitsch Variation |  Klein Variation,7,1001,Philidor Defense,Intermediate
A38,English Opening: Symmetrical Variation |  Full Symmetry Line,10,1002,English Opening,Advanced
C31,King's Gambit |  Falkbeer Countergambit |  Nimzowitsch-Marshall Countergambit,6,1003,King's Gambit,Intermediate
C45,Scotch Game: Horwitz Attack,9,1004,Scotch Game,Advanced
A40,Englund Gambit Declined |  Reversed Alekhine,3,1005,Englund Gambit Declined,Basic
D00,Queen's Pawn Opening: Veresov |  Richter Attack,5,1006,Queen's Pawn Opening,Intermediate
C42,Russian Game: Cozio (Lasker) Attack,9,1007,Russian Game,Advanced
C20,Portuguese Opening: Portuguese Gambit,5,1008,Portuguese Opening,Intermediate
A49,Indian Game: Przepiorka Variation,5,1009,Indian Game,Intermediate
D60,Queen's Gambit Declined: Orthodox Defense |  Botvinnik Variation,13,1010,Queen's Gambit Declined,Advanced
C40,Elephant Gambit: Maroczy Gambit,6,1011,Elephant Gambit,Intermediate
C39,King's Gambit Accepted |  Kieseritzky Gambit |  Berlin Defense,10,1012,King's Gambit Accepted,Advanced
A40,Englund Gambit Complex Declined,3,1013,Englund Gambit Complex Declined,Basic
D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,12,1014,Queen's Gambit Declined,Advanced
C83,Ruy Lopez: Open Variations |  Classical Defense,18,1015,Ruy Lopez,Advanced
A04,Reti Opening,1,1016,Reti Opening,Basic
C51,Italian Game: Evans Gambit |  Anderssen Variation,10,1017,Italian Game,Advanced
